0;454
1;455
2;455
3;456
4;456
5;460
6;459
7;461
8;460
9;462
10;461
12;459
13;458
24;466
25;468
26;468
27;469
28;471
29;472
42;466
43;465
44;466
45;466
46;467
47;463
48;463
49;455
50;454
51;451
52;450
53;450
54;450
55;450
56;450
57;450
58;450
59;450
69;459
70;458
71;457
72;457
73;457
74;457
75;457
76;457
77;457
90;472
91;472
92;470
93;463
94;461
95;460
96;459
97;458
98;458
99;457
100;457
101;457
102;456
103;455
104;450
105;437
106;436
115;433
116;434
117;436
118;435
119;437
120;437
121;439
122;442
123;445
124;445
125;445
126;446
127;446
135;454
136;454
137;454
138;454
139;454
140;454
141;454
142;454
143;454
144;454
145;454
146;454
147;454
148;454
149;454
150;454
151;454
152;455
153;455
163;454
164;454
165;455
166;456
167;456
168;456
169;457
170;458
171;458
172;459
173;461
183;469
184;469
185;475
186;475
187;475
188;475
189;475
190;475
191;473
192;471
193;469
194;468
195;466
196;471
197;465
198;465
199;465
200;464
209;451
210;451
211;451
212;451
213;450
214;449
215;448
216;448
217;447
218;446
219;445
227;442
228;441
229;442
230;442
231;441
232;432
233;432
234;432
235;473
236;430
237;430
238;429
239;429
240;429
241;430
242;430
243;430
244;430
245;430
246;430
247;430
257;426
258;426
259;426
260;426
261;426
262;426
263;426
264;426
265;426
266;426
276;430
277;431
278;431
279;432
280;434
281;435
282;435
283;437
284;437
285;438
286;438
287;439
288;439
289;439
290;440
291;441
292;440
293;438
304;428
305;430
306;429
307;429
308;428
309;428
310;429
311;428
321;436
322;434
323;430
324;429
325;431
326;432
327;430
328;430
329;430
330;429
331;430
332;427
333;426
334;426
335;425
336;422
337;421
338;421
339;420
340;420
349;414
350;414
351;411
352;411
353;410
354;412
355;413
356;414
358;417
359;417
368;433
369;433
370;434
371;434
372;433
373;433
374;432
375;435
376;437
377;438
378;439
379;442
380;443
381;443
382;444
383;444
384;444
385;444
386;445
387;446
396;460
397;461
398;461
399;461
400;461
401;462
402;462
403;462
404;462
405;463
406;464
416;464
417;464
418;463
419;463
420;462
421;462
422;461
423;460
424;456
425;456
426;456
427;455
428;455
429;454
430;454
431;454
432;452
443;461
444;462
445;464
446;470
447;477
448;478
449;480
450;481
451;485
452;486
463;484
464;485
465;480
466;479
467;479
468;478
469;477
470;477
471;478
472;477
473;477
474;477
475;475
476;476
477;478
478;478
479;477
480;476
481;476
482;476
491;481
492;482
493;483
494;484
495;484
496;483
497;483
498;482
499;476
500;473
510;472
511;471
512;471
513;469
514;469
515;469
516;470
517;468
518;469
519;468
520;457
521;457
522;458
523;457
524;456
525;451
526;448
527;445
528;442
537;417
538;416
539;399
540;397
541;393
542;388
543;385
544;385
545;384
546;384
550;367
551;364
552;362
555;345
556;341
557;329
558;322
559;312
560;311
561;297
562;295
563;295
564;289
565;284
566;281
567;261
568;260
569;249
570;236
571;224
572;203
573;199
574;195
575;194
581;194
582;195
583;200
584;209
585;213
586;217
587;223
588;233
589;236
590;238
591;250
592;267
593;277
603;390
604;396
605;414
606;428
607;448
608;451
609;470
610;475
611;475
612;475
613;476
614;476
615;479
616;480
617;491
618;491
619;491
620;491
621;492
631;507
632;507
633;508
634;510
635;510
636;511
637;518
638;519
639;520
640;520
651;510
652;509
653;508
654;508
655;508
656;508
657;508
658;508
659;507
660;506
661;507
662;504
663;501
664;500
665;500
666;500
677;500
678;500
679;500
680;498
681;495
682;492
683;492
684;491
685;490
686;490
687;490
698;490
699;487
700;487
701;488
702;488
703;488
704;488
705;488
706;487
707;485
708;485
709;484
710;484
711;482
712;482
713;484
714;484
716;486
717;488
725;496
726;496
727;495
728;495
729;494
730;493
731;493
732;493
733;492
734;492
735;492
747;479
748;488
749;488
750;478
751;478
752;489
753;489
754;489
755;490
756;490
757;491
758;493
759;496
760;496
761;496
762;497
763;497
772;499
773;498
774;497
775;496
776;495
777;493
778;489
779;486
780;484
781;479
782;477
783;477
792;476
793;476
794;476
795;477
796;476
797;477
798;477
799;478
800;478
801;480
802;483
803;487
804;487
805;486
806;491
807;491
808;490
810;492
819;493
820;492
821;491
822;489
823;489
824;488
825;486
826;486
827;486
828;484
840;486
841;483
842;481
843;484
844;484
845;483
846;481
847;482
848;484
849;486
850;493
851;494
852;493
853;493
854;492
865;484
866;484
867;485
868;485
869;485
870;485
871;485
872;484
873;484
874;484
875;484
876;484
877;484
885;486
886;483
889;478
890;476
891;475
892;475
893;477
894;478
895;477
896;480
897;480
898;479
899;478
900;481
912;475
913;475
914;475
915;475
916;476
917;476
918;476
919;478
920;478
921;479
932;486
933;486
934;485
935;478
936;476
937;475
938;475
939;476
940;476
941;476
942;477
943;480
944;480
945;482
946;481
947;483
948;486
949;486
950;486
959;482
960;482
961;481
962;481
963;480
964;478
965;473
966;471
967;472
968;472
969;473
981;475
982;476
983;475
984;475
985;474
986;473
987;473
988;472
989;473
990;472
991;469
992;465
993;465
994;465
995;467
996;468
997;468
998;470
1006;468
1007;468
1008;468
1009;469
1010;469
1011;470
1012;471
1013;471
1014;471
1015;471
1016;471
1017;471
1018;470
1027;463
1028;463
1030;462
1031;462
1032;462
1033;472
1034;471
1035;472
1036;473
1037;471
1038;468
1039;468
1040;472
1041;470
1042;470
1044;457
1054;439
1055;438
1056;436
1057;431
1058;429
1059;430
1060;431
1061;430
1062;432
1063;434
1064;434
1065;435
1066;435
1074;440
1075;439
1076;436
1077;435
1078;435
1079;435
1080;434
1081;434
1082;434
1083;435
1084;435
1085;435
1086;437
1087;436
1088;436
1090;435
1100;425
1101;425
1102;425
1103;424
1104;424
1105;424
1106;423
1107;423
1108;423
1109;423
1110;423
1111;423
1112;423
1113;424
1121;431
1122;431
1123;430
1124;429
1125;429
1126;430
1127;430
1128;431
1129;431
1130;438
1131;438
1132;438
1133;436
1134;435
1135;438
1136;435
1147;419
1148;418
1149;417
1150;418
1151;417
1152;417
1153;417
1154;418
1155;418
1156;419
1157;420
1158;420
1167;428
1168;435
1169;436
1170;438
1171;441
1172;445
1173;441
1174;444
1175;443
1176;443
1177;448
1178;448
1179;446
1180;444
1181;445
1182;442
1183;440
1184;437
1185;436
1186;435
1196;433
1197;435
1198;436
1199;437
1200;438
1201;438
1202;441
1203;450
1204;452
1205;452
1206;452
1217;442
1218;442
1219;441
1220;439
1221;436
1222;435
1223;435
1224;436
1225;434
1226;434
1227;439
1228;439
1229;441
1230;441
1231;442
1232;442
1233;445
1243;448
1244;449
1245;449
1246;450
1247;450
1248;449
1249;449
1250;448
1251;448
1252;447
1253;447
1263;449
1264;449
1266;451
1267;451
1268;451
1269;450
1270;450
1271;450
1272;449
1273;449
1274;449
1275;449
1276;449
1277;449
1278;449
1279;449
1280;448
1289;454
1290;455
1291;455
1292;456
1293;456
1294;456
1295;457
1296;457
1297;457
1298;457
1299;457
1300;457
1309;456
1310;456
1311;456
1312;455
1313;455
1314;455
1315;453
1316;452
1317;452
1318;452
1319;451
1320;451
1321;450
1322;450
1323;450
1324;450
1325;448
1326;449
1335;444
1336;444
1337;445
1338;445
1339;443
1340;443
1341;443
1342;443
1343;443
1344;443
1345;443
1346;443
1347;443
1348;443
1356;451
1357;451
1358;451
1359;452
1360;452
1361;453
1362;454
1363;453
1364;454
1365;453
1366;453
1367;452
1368;451
1369;451
1370;451
1371;451
1372;451
1383;455
1384;455
1385;454
1386;453
1387;451
1388;450
1389;449
1390;449
1391;449
1392;448
1393;448
1394;448
1395;447
1396;447
1404;450
1405;451
1406;450
1407;450
1408;449
1409;449
1410;449
1411;449
1412;449
1413;449
1414;449
1415;449
1416;448
1417;448
1418;450
1419;447
1420;445
1432;450
1433;450
1434;451
1435;451
1436;451
1437;451
1438;451
1439;452
1440;452
1441;451
1442;451
1443;451
1451;442
1452;442
1453;442
1454;436
1455;436
1456;435
1457;436
1458;436
1459;436
1460;436
1461;439
1462;439
1463;439
1464;438
1465;439
1466;440
1467;440
1480;429
1481;429
1482;427
1483;427
1484;427
1485;428
1486;428
1487;428
1488;429
1498;433
1499;433
1500;433
1501;432
1502;432
1503;433
1504;433
1505;432
1506;433
1507;433
1508;433
1509;433
1510;433
1511;432
1512;432
1513;430
1514;430
1526;426
1527;426
1528;427
1529;427
1530;426
1531;426
1532;426
1533;429
1534;430
1535;432
1536;432
1537;433
1546;430
1547;427
1548;428
1549;427
1550;427
1551;426
1552;426
1553;426
1554;426
1555;426
1556;425
1557;424
1558;424
1559;424
1560;423
1561;423
1562;422
1563;422
1573;425
1574;426
1575;427
1576;426
1577;425
1578;426
1579;429
1580;433
1581;433
1582;434
1583;434
1584;434
1596;426
1597;426
1598;426
1599;426
1600;426
1601;426
1602;426
1603;424
1604;420
1605;421
1606;424
1607;424
1608;423
1609;424
1620;425
1621;436
1622;436
1623;437
1624;438
1625;439
1626;439
1627;439
1628;439
1629;438
1640;425
1641;425
1642;425
1643;425
1644;426
1645;426
1646;426
1647;426
1648;427
1649;427
1650;426
1651;427
1652;427
1653;432
1654;435
1655;435
1656;435
1657;435
1658;436
1668;432
1669;432
1670;432
1671;432
1672;432
1673;431
1674;431
1675;430
1676;427
1677;427
1678;426
1679;426
1689;421
1690;419
1691;421
1692;423
1693;424
1694;424
1695;423
1696;424
1697;425
1698;425
1699;425
1700;427
1701;428
1702;427
1703;430
1704;430
1705;430
1706;430
1716;423
1717;422
1718;422
1719;421
1720;418
1721;416
1722;415
1723;414
1724;414
1725;411
1726;411
1734;410
1735;411
1736;412
1737;420
1738;422
1739;423
1740;425
1741;426
1742;426
1743;426
1744;426
1745;425
1746;426
1747;425
1748;427
1749;428
1750;426
1751;427
1752;426
1753;426
1763;421
1764;420
1765;420
1766;420
1767;419
1768;419
1769;418
1770;416
1771;415
1772;413
1773;410
1774;406
1782;389
1783;389
1784;389
1785;384
1786;383
1787;384
1788;384
1789;384
1790;384
1791;386
1792;389
1793;390
1794;391
1795;394
1796;394
1797;394
1798;395
1800;399
1801;400
1810;406
1811;405
1812;405
1813;405
1814;405
1815;405
1816;404
1817;404
1818;403
1819;403
1820;402
1832;401
1833;401
1834;401
1835;400
1836;400
1837;389
1838;386
1839;378
1840;378
1841;378
1842;378
1843;378
1844;378
1846;378
1847;377
1848;376
1857;385
1858;385
1859;388
1860;389
1861;395
1862;396
1863;397
1864;396
1865;398
1866;405
1867;405
1877;393
1880;400
1881;391
1882;391
1883;391
1884;401
1885;409
1886;401
1887;401
1888;408
1889;403
1890;403
1891;414
1892;414
1893;415
1894;418
1895;418
1906;420
1907;419
1908;414
1909;414
1910;412
1911;411
1912;411
1913;411
1914;411
1915;412
1927;413
1928;413
1929;413
1930;414
1931;414
1932;422
1933;423
1934;424
1935;423
1936;423
1937;425
1938;425
1939;425
1940;421
1952;416
1953;416
1954;417
1955;419
1956;422
1957;423
1958;423
1959;423
1960;425
1961;426
1962;425
1974;427
1975;427
1976;426
1977;426
1978;425
1979;427
1980;427
1981;427
1982;427
1983;427
1984;426
1985;426
1986;425
1987;426
1988;424
1990;423
2000;422
2001;423
2002;424
2003;425
2004;425
2005;427
2006;428
2007;430
2008;431
2009;431
2010;433
2020;430
2021;427
2022;427
2023;427
2024;427
2025;426
2026;425
2027;425
2028;424
2029;424
2030;419
2031;418
2032;418
2033;418
2034;418
2035;418
2045;406
2046;405
2047;403
2048;403
2049;402
2050;389
2051;385
2052;380
2053;379
2054;378
2055;378
2056;378
2057;377
2058;377
2063;360
2064;356
2065;355
2066;354
2067;353
2068;350
2069;348
2070;332
2071;330
2072;329
2073;329
2074;328
2075;327
2076;325
2077;325
2078;324
2079;322
2080;321
2081;315
2082;299
2084;282
2092;228
2093;226
2094;222
2095;216
2096;194
2097;186
2098;169
2099;155
2100;150
2101;139
2102;137
2103;135
2104;134
2105;141
2111;167
2112;168
2113;177
2114;179
2115;189
2116;191
2117;210
2118;220
2119;231
2120;236
2121;258
2122;289
2123;293
2124;308
2125;327
2126;329
2127;338
2128;342
2129;357
2130;364
2131;367
2132;374
2140;403
2141;447
2142;449
2143;450
2144;450
2145;451
2146;451
2147;451
2148;451
2149;450
2150;451
2151;453
2165;476
2166;476
2167;476
2168;475
2169;471
2170;471
2171;469
2172;467
2173;467
2174;466
2175;466
2176;466
2177;465
2179;464
2185;451
2189;451
2190;451
